id,level,level_name.local,level_name.en,name.local,name.en,name.slug,code.id,code.iso,parent.id,parent.name.local,parent.name.en,children_count.province,children_count.district,children_count.village,zip_codes,geo.lat,geo.lon
XE-03,2,ເມືອງ,District,ມ. ລະມາມ,Lamarm,lamarm-xe-03,XE-03,,XE,ແຂວງເຊກອງ,Xekong,,,58,,15.418,106.782
XE-04,2,ເມືອງ,District,ມ. ທ່າແຕງ,Thateng,thateng-xe-04,XE-04,,XE,ແຂວງເຊກອງ,Xekong,,,55,,15.466,106.496
XI,1,ແຂວງ,Province,ແຂວງຊຽງຂວາງ,Xiangkhouang,xiangkhouang-xi,XI,,,,,,9,1384,,19.464,103.723
XI-01,2,ເມືອງ,District,ມ. ຫົວເມືອງ,Huameuang,huameuang-xi-01,XI-01,,XI,ແຂວງຊຽງຂວາງ,Xiangkhouang,,,137,,19.935,103.862
XI-02,2,ເມືອງ,District,ມ. ຄຳ,Kham,kham-xi-02,XI-02,,XI,ແຂວງຊຽງຂວາງ,Xiangkhouang,,,155,,19.888,103.704
XI-03,2,ເມືອງ,District,ມ. ຄູນ,Khoune,khoune-xi-03,XI-03,,XI,ແຂວງຊຽງຂວາງ,Xiangkhouang,,,174,,19.196,103.534
XI-04,2,ເມືອງ,District,ມ. ໜອກໄມ,Mork,mork-xi-04,XI-04,,XI,ແຂວງຊຽງຂວາງ,Xiangkhouang,,,87,,19.089,104.08
XI-05,2,ເມືອງ,District,ມ. ໜອງແຣດ,Nonghed,nonghed-xi-05,XI-05,,XI,ແຂວງຊຽງຂວາງ,Xiangkhouang,,,173,,19.579,104.045
XI-06,2,ເມືອງ,District,ມ. ແປກ,Pek,pek-xi-06,XI-06,,XI,ແຂວງຊຽງຂວາງ,Xiangkhouang,,,270,,19.627,103.256
XI-07,2,ເມືອງ,District,ມ. ຜາໄຊ,Phaxay,phaxay-xi-07,XI-07,,XI,ແຂວງຊຽງຂວາງ,Xiangkhouang,,,83,,19.192,103.113
XI-08,2,ເມືອງ,District,ມ. ພູກູດ,Phookood,phookood-xi-08,XI-08,,XI,ແຂວງຊຽງຂວາງ,Xiangkhouang,,,184,,19.693,103.008
XI-09,2,ເມືອງ,District,ມ. ພູຄູນ,Phoukhoune,phoukhoune-xi-09,XI-09,,XI,ແຂວງຊຽງຂວາງ,Xiangkhouang,,,121,,19.525,102.694
XN,1,ແຂວງ,Province,ເຂດພິເສດໄຊສົມບູນ,Xaisomboun,xaisomboun-xn,XN,,,,,,5,194,,18.959,103.327
XN-01,2,ເມືອງ,District,ມ. ອະນຸວົງ,Anouvong,anouvong-xn-01,XN-01,,XN,ເຂດພິເສດໄຊສົມບູນ,Xaisomboun,,,49,,18.92,103.023
XN-02,2,ເມືອງ,District,ມ. ຮົ່ມ,Home,home-xn-02,XN-02,,XN,ເຂດພິເສດໄຊສົມບູນ,Xaisomboun,,,14,,18.753,103.339
XN-03,2,ເມືອງ,District,ມ. ລ້ອງແຈ້ງ,Longcheng,longcheng-xn-03,XN-03,,XN,ເຂດພິເສດໄຊສົມບູນ,Xaisomboun,,,59,,19.068,102.87
XN-04,2,ເມືອງ,District,ມ. ລ້ອງຊານ,Longsane,longsane-xn-04,XN-04,,XN,ເຂດພິເສດໄຊສົມບູນ,Xaisomboun,,,35,,18.619,102.9
XN-05,2,ເມືອງ,District,ມ. ທາໂທມ,Thathom,thathom-xn-05,XN-05,,XN,ເຂດພິເສດໄຊສົມບູນ,Xaisomboun,,,37,,18.956,103.67
